,country,country_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
222,Slovenia,SVN,7.80406952,7.87602425,8.02119923,8.09883595,7.93957281,7.99595737,7.82322741,7.51139164,7.85466576,8.540802000000001,8.56503296,8.53639603,8.71509933,8.74028301,8.50197506,8.49823952,8.47909927,8.18941784,8.29891014
223,Sweden,SWE,7.32689953,7.89881182,8.20682907,8.31443501,8.12580395,8.14698315,8.04736423,7.99017382,8.20660114,8.77319241,8.32738972,10.42150974,10.73550034,10.90368462,10.94807339,10.79714203,10.84046745,10.78592205,10.8985014
224,Eswatini,SWZ,4.60951757,5.13895321,5.5229826,6.37864399,6.81432486,7.37623358,7.82560015,7.93004131,8.85792923,8.63292217,8.59125805,8.46997261,7.82028151,7.45686579,7.25702429,7.03397036,6.77650404,6.91085625,6.54034519
225,Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,
226,Seychelles,SYC,4.61071825,5.39469767,4.55957556,5.35819769,5.19606733,4.9772644,4.67818308,4.08972359,3.99024963,3.88408613,4.82773542,4.79911327,5.73107624,4.50803661,4.73750544,4.58823824,5.1787982,4.98940706,5.11036491
227,Syrian Arab Republic,SYR,4.34962416,4.49366331,4.52328491,5.11782169,4.47935343,4.10969782,3.77771473,3.72242856,3.39762759,3.5464703999999996,3.2764472999999996,3.32856846,3.5656538,,,,,,
228,Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,
229,Chad,TCD,5.45750713,5.2932992,7.26787472,5.5094099000000005,5.50012684,4.84111166,4.86643076,4.34313393,4.05955124,4.44166899,4.06023359,3.91046357,3.85607934,4.06645298,4.27316856,4.52395248,4.90541553,4.40445328,4.09880257
230,East Asia & Pacific (IDA & IBRD countries),TEA,3.95878654193067,3.8578054186780397,3.91184080247758,3.9787403500603395,3.8874932847375296,3.88312427377281,3.7358572468616402,3.56853161532215,3.73420550167636,4.12672717595962,4.03241820470135,4.14122347289706,4.34584548424479,4.504906705476481,4.5892018548629805,4.69844813076304,4.77680566757736,4.911233171628321,5.090514313172
231,Europe & Central Asia (IDA & IBRD countries),TEC,5.039031494289009,5.33386932330168,5.569496239629459,5.486577857375269,5.27814158890868,5.248837427337429,5.22236554427718,5.187706447421269,5.297410122810559,5.79276120560696,5.35815431859021,5.0649650303957,5.1176585985570595,5.16496020004496,5.2096375088304105,5.234649719461269,5.32551892694809,5.34262497571204,5.37098671899899
232,Togo,TGO,3.30968809,3.42276573,3.44982672,3.50267553,3.69210696,3.96861029,4.15860939,4.433450700000001,4.43673515,4.95799303,5.90041494,5.99588251,6.1408205,6.29625988,6.35890293,6.24938154,6.60094786,6.02144766,6.16532087
233,Thailand,THA,3.10125184,3.02623034,3.33472419,3.24312663,3.13893557,3.15972185,3.09970689,3.19277501,3.45933962,3.6193974,3.39009976,3.56825638,3.52293992,3.45313358,3.68448043,3.66789317,3.76332021,3.83202839,3.79303908
234,Tajikistan,TJK,4.26492453,4.57802582,4.43647242,4.70218658,4.79911184,5.21024704,5.03254795,5.54050112,5.91206694,5.85579777,5.73543406,5.85971832,5.98185873,6.53226376,6.6654973,6.9073595999999995,7.00427723,7.2288146,7.239480499999999
235,Turkmenistan,TKM,6.89164257,8.14875412,7.021969800000001,8.51216888,10.57751369,9.55530357,8.41321373,5.28883219,5.90518856,4.81248379,4.996360299999999,4.89650869,4.77595139,5.15063286,5.49777317,6.29793644,6.62111807,6.93379545,6.60540628
236,Latin America & the Caribbean (IDA & IBRD countries),TLA,6.591411725742541,6.71481298497616,6.53381155327978,6.729225897241889,6.75067223692414,6.7170273684485196,6.88326857227991,6.986346181125441,6.9460520684822,7.540101274935019,7.291480884611759,7.21537970503686,7.21351514753927,7.28639332229592,7.382764937677929,7.83652003104774,7.81902981738558,8.14036437754161,7.9097672385982
237,Timor-Leste,TLS,,,,2.56448698,1.74315083,1.34485495,1.02515864,1.06450105,1.02795136,1.66058576,1.4271214,1.26124156,1.21793711,2.11266398,2.72246408,3.95390606,4.54700947,4.33655405,4.32635784
238,Middle East & North Africa (IDA & IBRD countries),TMN,4.77164369027398,5.12492995944812,5.08633863613234,4.9835653720029,4.84308954223707,4.62333963610043,4.555546249902879,4.5983795515283,4.712242310432139,5.62283248976521,5.4903665800355,5.54765198430044,5.625174125185361,5.33409537861063,5.67645949614324,6.14001933111248,6.55195602436163,6.76019578119651,6.2707445862692905
239,Tonga,TON,2.926934,3.33561158,3.53002739,3.47720265,4.47306395,4.16234112,5.50721884,4.59965992,6.13215828,3.88174963,4.74096012,3.86217117,5.064842700000001,4.170681,5.13259459,4.57615185,5.06450272,5.05521584,5.09657621
240,South Asia (IDA & IBRD),TSA,3.7166989705698104,3.8835882297512696,3.94282572386308,3.71659402645526,3.6929943703199997,3.619945144873,3.5421917135280196,3.4809953724822797,3.45440703013298,3.4134526018613602,3.2477100092148703,3.20142335168495,3.2570522702299,3.62522476056939,3.5309005643000297,3.51104934544981,3.44679692465847,3.46161425193277,3.48467393830339
241,Sub-Saharan Africa (IDA & IBRD countries),TSS,5.09810570784398,5.22616894302549,4.716746352289451,5.56526630356055,5.57144774874079,5.38147224658429,5.23656666166434,5.10420977660954,4.89295012549085,5.2973666913727495,5.22709198850749,5.10825142786471,4.99377676354319,4.9623469758692,4.85905786555782,5.127884133285691,5.0936613931444406,5.12408797537837,5.09403364625313
242,Trinidad and Tobago,TTO,4.23492432,4.0346489000000005,4.72302485,4.18767166,4.30805206,4.43451166,4.15432024,4.1536026,3.65757036,5.48676443,5.08042908,4.72197914,4.8760519,5.05915737,5.22789097,6.03951168,7.00930595,7.02028561,6.93182945
243,Tunisia,TUN,5.04834366,5.09929466,5.37092733,5.46378517,5.45323801,5.3973608,5.38218164,5.42856932,5.41714668,5.67045975,5.88395596,6.43202877,6.606422900000001,6.85662031,6.80739641,7.00741243,6.99717045,7.25768566,7.29209566
244,Turkey,TUR,4.59957218,4.88784933,5.06227875,5.01427698,4.90964413,4.89389706,5.14591694,5.23760796,5.21761799,5.49438715,5.02053452,4.6530509,4.44444656,4.37099981,4.32517862,4.11690378,4.28469229,4.17974997,4.12414074
245,Tuvalu,TUV,24.24389076,19.18874931,13.28484821,15.41858196,10.56772137,11.35907459,13.37901974,11.2719593,10.74156666,14.357299800000002,16.40094757,15.39393616,15.32846642,18.12769699,16.86151695,16.69959259,16.88424873,17.72825432,19.04735947
246,Tanzania,TZA,3.41529965,4.23551702,4.68907642,5.34231472,5.7373414,6.32282591,7.59827948,6.88427973,5.55704737,5.06306362,5.22392225,5.0559845,5.01779366,4.64643383,4.01492023,3.64969921,3.96350336,3.63913774,3.62868047
247,Uganda,UGA,7.56050587,8.34374809,8.75128365,8.65062141,10.28578472,11.36374092,11.79276943,11.68179512,10.39849472,9.7387352,10.51574898,8.92494392,7.86666203,7.24972916,6.96508646,6.78750038,6.54710674,6.48715639,6.52623558
248,Ukraine,UKR,5.30685234,5.72534418,5.99220037,6.54574108,6.16856956,6.3461585,6.41695166,6.01705217,5.49728012,6.60771894,6.81229019,6.81617165,7.11666059,6.94156218,7.18960381,7.77607775,7.54541159,7.43332434,7.72391653
249,Upper middle income,UMC,5.50115015629986,5.472471562913049,5.37727677859715,5.41410321730507,5.331722251140371,5.293048385982329,5.22115132713208,5.13185804897516,5.1722137808447,5.592948131738419,5.39299556075594,5.32467470757246,5.37603178414817,5.4553358252606206,5.52112841919443,5.599222802316871,5.63164825801597,5.81971291792802,5.81972120159752
250,Uruguay,URY,10.00623417,10.64465904,10.51725101,10.44789505,9.01818657,8.4265871,8.41139698,8.14048386,8.82686996,8.63627434,8.59421539,8.63529015,8.76412106,8.81995773,8.77023602,9.00821114,9.42438793,9.51635647,9.20269966
251,United States,USA,12.54207516,13.219192499999998,14.00746441,14.52157784,14.60988235,14.60567665,14.70215797,14.91858959,15.28626251,16.28372383,16.34537888,16.29982948,16.28528976,16.21042252,16.40644836,16.71075249,17.04898262,17.00361443,16.88529778
252,Uzbekistan,UZB,5.21655655,5.34027767,5.24231815,5.29065943,4.9366169,4.87732983,4.84634113,4.63314533,4.79835844,4.89245224,5.11752939,5.28212595,5.58976364,5.66173792,4.67292738,4.9875989,4.96638393,5.07679749,5.29149055
253,St. Vincent and the Grenadines,VCT,4.29551268,4.29704428,4.30659676,4.18275356,4.07436132,4.03522491,3.84620953,3.98138881,4.08864832,4.33336353,4.55129194,4.46755743,4.68828583,4.56956387,4.35374546,4.08409452,4.1576829,4.306478500000001,4.47178459
254,"Venezuela, RB",VEN,7.33427238,7.85063791,7.71829414,7.50703812,6.78156996,6.05509043,8.0986166,7.78344584,6.40868616,7.54578352,6.83106995,7.17709732,6.4481473,5.594132900000001,5.77644968,5.79743814,5.22611618,6.22255135,3.56269026
255,British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,
256,Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,
257,Vietnam,VNM,4.84926939,5.7281065,4.57058716,4.65504885,4.82393265,5.09650564,5.39199686,5.46279955,5.14778042,5.29355097,5.96677208,5.87397575,6.27840996,6.33500576,5.78317738,5.65262079,5.65919352,5.92534494,5.91789675
258,Vanuatu,VUT,3.31252217,3.39338827,3.9043777000000004,3.50691938,3.53991532,3.30528617,3.32175636,3.04861021,3.04926729,3.15899253,3.37513757,3.49827933,3.7651372000000003,4.15413618,3.45589304,4.15773726,2.84586453,2.76094961,3.37372637
259,World,WLD,8.68727222397523,9.084871009666962,9.417198372028881,9.56104280884483,9.45939933361848,9.374021793277759,9.28766546154658,9.124743144002759,9.13323828291165,9.878910083674759,9.55946251763276,9.428541126090789,9.440462874882641,9.41664654274333,9.50812377170579,9.803415472433551,9.95094421538071,9.89326632574563,9.85695151358156
260,Samoa,WSM,4.39660835,3.93347454,4.64051867,4.2858696,4.64893484,4.76252794,5.01838207,4.87175083,4.65748072,5.41482401,5.49447584,5.42492199,4.8249526,6.17122936,6.227795599999999,5.6747098,5.51336765,5.50720882,5.21262693
261,Kosovo,XKX,,,,,,,,,,,,,,,,,,,
262,"Yemen, Rep.",YEM,4.66606522,4.94514799,4.83237982,5.75758314,5.51440477,5.20585251,5.52930164,5.82077599,5.76191616,5.98619986,5.15932894,4.7695322,5.1959362,4.96083164,4.841804499999999,4.88250208,,,
263,South Africa,ZAF,7.43741989,7.45108652,6.88287115,6.91403675,6.81141186,6.70575714,6.58706188,6.4313159,6.54576063,7.11458683,7.41535425,7.49731731,7.752550599999999,7.72096157,7.93015003,8.20090294,8.09581757,8.11311913,8.25342083
264,Zambia,ZMB,7.15237093,6.55248451,6.79403543,7.18999434,7.04994965,6.86332226,5.87367344,4.35264969,4.01207542,4.42680454,3.71929598,3.46053243,3.93052912,4.69091034,3.82924223,4.43510246,4.47720718,4.39748955,4.93484306
265,Zimbabwe,ZWE,,,,,,,,,,,10.47583866,8.08173752,6.91835308,7.11014795,8.13352394,7.45206642,7.6476202,5.84977484,4.73433113
